name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,number_of_reviews,bathrooms,amenities,price,extra_people,last_review,Street,Country,Country_Code,Longitude,Latitude,availability_30,availability_60,availability_90,availability_365,review_scores_rating
Spacious BR in Old Montreal by Sonder,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,8,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed']",115.00,7.00,2019-02-15 05:00:00,"Montréal, QC, Canada",Canada,CA,-73.55885,45.50081,9,17,24,198,89.0
Bright cozy flat with a large bedroom terrace,Condominium,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,6,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Hot water', 'Host greets you']",81.00,0.00,2019-01-02 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.59909,45.53924,0,0,2,2,100.0
Two rooms Cbalcón Center BCN People,Apartment,Private room,Real Bed,1,21,moderate,5,2.0,29,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Host greets you']",50.00,15.00,2019-03-03 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.16585,41.37878,3,4,7,79,94.0
Center Secret Studio,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2,1.0,3,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",55.00,15.00,2019-01-01 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.61077,41.14889,0,24,54,131,93.0
Sublime loft with private roof top Old Montreal,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,1.0,19,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Gym', 'Breakfast', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Baby monitor', 'Outlet covers', 'Bathtub', 'Baby bath', 'Changing table', 'High chair', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Table corner guards', 'Babysitter recommendations', 'Crib', 'Room-darkening shades', 'Children’s dinnerware', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'EV charger', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Other', 'Waterfront', 'Paid parking on premises']",212.00,45.00,2019-02-24 05:00:00,"Montréal, QC, Canada",Canada,CA,-73.55619,45.50121,19,35,59,315,95.0
Sublime bedrooms Old Montreal close to subway,Serviced apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,2.0,19,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Breakfast', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Baby monitor', 'Bathtub', 'Baby bath', 'Changing table', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'EV charger', 'Luggage dropoff allowed', 'Long term stays allowed', 'Waterfront', 'Paid parking on premises']",215.00,0.00,2019-01-06 05:00:00,"Montréal, QC, Canada",Canada,CA,-73.55788,45.50017,30,53,80,80,78.0
Appartement cosy in little italy,Apartment,Private room,Real Bed,2,9,strict_14_with_grace_period,2,1.0,3,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers']",78.00,10.00,2018-08-19 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.60443,45.53223,29,59,89,89,100.0
Montreal Multiunit building,Condominium,Private room,Real Bed,1,1125,flexible,4,1.0,6,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Bathtub', 'Game console', 'Hot water', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Cleaning before checkout', 'Flat path to front door', 'Step-free access', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Host greets you', 'Fixed grab bars for shower']",40.00,10.00,2018-10-01 04:00:00,"Montréal, QC, Canada",Canada,CA,-73.64317,45.42117,0,0,0,0,80.0
Large bright and airy bedroom convenient location,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,7,1.0,"['Wifi', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Host greets you']",30.00,15.00,2019-01-04 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.62595,45.51065,3,3,5,5,100.0
Very large room with spectacular views,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Host greets you', 'Paid parking on premises']",90.00,0.00,2018-10-28 04:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.14395,41.38542,0,29,59,59,100.0
Legnocasa,Hotel,Private room,Real Bed,1,30,strict_14_with_grace_period,16,15.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Heating', 'Essentials', 'Shampoo', 'Hangers']",127.00,0.00,2018-08-13 04:00:00,"Fatih, İstanbul, Turkey",Turkey,TR,28.96373,41.00331,30,60,90,90,60.0
OpenGranGran,Apartment,Entire home/apt,Real Bed,2,1121,flexible,5,2.0,79,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",68.00,20.00,2019-02-20 05:00:00,"Barcelona, Barcelona, Spain",Spain,ES,2.15486,41.37889,0,6,14,261,87.0
Cozy room in the center of Barcelona,Apartment,Private room,Real Bed,3,1125,flexible,2,1.0,1,1.0,"['Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",33.00,0.00,2019-01-01 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.16219,41.39821,0,0,0,0,80.0
bd country living near beach,House,Entire home/apt,Real Bed,1,1111,strict_14_with_grace_period,16,6.0,93,3.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed']",420.00,15.00,2019-03-04 05:00:00,"Hauula, HI, United States",United States,US,-157.91296,21.61278,8,17,27,211,92.0
Cosy bedroom apartment at Foz old town,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,3,2.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",85.00,0.00,2019-01-10 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.67255,41.15149,17,40,47,196,100.0
Large and beautiful private bedroom,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,4,1.5,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",101.00,0.00,2018-12-28 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.57924,45.52197,0,0,0,161,95.0
The Mini Single,Serviced apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Room-darkening shades', 'Bed linens', 'Microwave', 'Refrigerator', 'Cooking basics']",129.00,0.00,2018-12-10 05:00:00,"Alexandria, NSW, Australia",Australia,AU,151.20298,-33.90758,22,52,82,342,100.0
Cosy Studio downtown Montréal,Apartment,Entire home/apt,Real Bed,5,5,flexible,2,0.0,1,1.0,"['Wifi', 'Kitchen', 'Smoking allowed', 'Heating', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",50.00,0.00,2015-08-17 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.57968,45.49071,0,0,0,0,100.0
Beşiktaş Central Fresh Villa Fully New Furnished,Villa,Entire home/apt,Real Bed,1,28,flexible,4,3.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",406.00,0.00,2018-08-09 04:00:00,"İstanbul, İstanbul, Turkey",Turkey,TR,29.00536,41.04464,30,60,90,365,20.0
The Avenue ft Pool Gym,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,0.0,5,1.0,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",997.00,0.00,2019-01-24 05:00:00,"Hong Kong Island, Hong Kong Island, Hong Kong",Hong Kong,HK,114.14206,22.28194,0,0,0,0,80.0
Close to Ala Moana Shopping Center Hotel room beds,Boutique hotel,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,3,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Smoke detector', 'Hair dryer']",199.00,20.00,2019-01-24 05:00:00,"Honolulu, HI, United States",United States,US,-157.83953,21.28629,15,37,55,327,80.0
Sunny Apartment right on the beach in North Bondi,Apartment,Entire home/apt,Real Bed,3,21,strict_14_with_grace_period,4,2.0,2,1.0,"['TV', 'Wifi', 'Kitchen', 'Gym', 'Heating', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Beach essentials', 'Luggage dropoff allowed', 'Step-free access', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Host greets you', 'Handheld shower head', 'Fixed grab bars for shower', 'Fixed grab bars for toilet']",129.00,0.00,2018-10-14 04:00:00,"Bondi Beach, NSW, Australia",Australia,AU,151.28069,-33.88921,0,0,0,0,100.0
The Dunes Luxury Bed Beach Guesthouse Cronulla,Guesthouse,Entire home/apt,Real Bed,2,28,flexible,4,2.0,16,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'High chair', 'Window guards', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Handheld shower head']",139.00,35.00,2018-12-28 05:00:00,"Greenhills Beach, NSW, Australia",Australia,AU,151.16188,-34.03488,10,12,39,114,99.0
Spacious bedroom prime location,Apartment,Entire home/apt,Real Bed,4,10,strict_14_with_grace_period,2,1.0,33,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff']",200.00,0.00,2018-11-06 05:00:00,"New York, NY, United States",United States,US,-73.99314,40.7645,0,0,10,237,99.0
All posts,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2,1.0,17,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Hot tub', 'Washer', 'Dryer', 'Essentials', 'Shampoo']",145.00,0.00,2019-02-05 05:00:00,"Hōlualoa, HI, United States",United States,US,-155.95581,19.65803,11,41,71,346,96.0
Your Opo Vintage Apartments T,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2,1.0,1,1.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Outlet covers', 'Baby bath', 'High chair', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",49.00,0.00,2019-02-07 05:00:00,"Porto, Grande Porto, Portugal",Portugal,PT,-8.60487,41.15389,26,56,86,361,100.0
Private room in huge apartment metro Jean Talon,Apartment,Private room,Real Bed,6,45,flexible,1,1.0,4,1.0,"['Wifi', 'Kitchen', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron']",39.00,9.00,2018-09-15 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.62164,45.54333,0,0,0,0,100.0
Suburban Bush Retreat Room,House,Private room,Real Bed,1,1125,flexible,2,1.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Garden or backyard']",50.00,0.00,2018-09-16 04:00:00,"Engadine, NSW, Australia",Australia,AU,151.00452,-34.05657,0,0,0,0,100.0
Furnished Montreal furnished p All inclusive,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,4,2.0,1,1.0,"['Wifi', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Long term stays allowed', 'Host greets you']",81.00,0.00,2018-10-11 04:00:00,"Montréal, QC, Canada",Canada,CA,-73.55624,45.55299,0,0,0,96,100.0
Luxury full apartment,Condominium,Entire home/apt,Real Bed,1,60,moderate,4,2.0,7,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Washer', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Step-free access', 'Other']",60.00,0.00,2019-01-01 05:00:00,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,-8.59261,41.10149,30,58,58,296,94.0
Sunny Room with balcony Free big space for yoga,Apartment,Private room,Real Bed,3,1125,flexible,1,1.0,6,1.0,"['Wifi', 'Kitchen', 'Washer', 'Shampoo', 'Hangers', 'Iron', 'Hot water', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven']",63.00,35.00,2019-02-09 05:00:00,"Kadıköy, İstanbul, Turkey",Turkey,TR,29.02515,40.98444,8,30,60,335,100.0
Cozy and Bright Studio at Marquês,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,4,1.0,"['Wifi', 'Kitchen', 'Free parking on premises', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",35.00,0.00,2018-08-28 04:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.59984,41.16078,0,0,0,0,90.0
Luxury Cozy Apartment in Heart of Sydney CBD,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,8,2.0,12,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Bathtub', 'Table corner guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Host greets you', 'Handheld shower head', 'Paid parking on premises']",289.00,30.00,2019-02-15 05:00:00,"Haymarket, NSW, Australia",Australia,AU,151.20352,-33.88076,16,46,72,160,100.0
BIG HEAVEN IN HONOLULU,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,8,4.0,2,3.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",425.00,100.00,2019-01-07 05:00:00,"Honolulu, HI, United States",United States,US,-157.77791,21.28735,1,3,25,104,90.0
Copacabana flat with pool and garage,Serviced apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Step-free access']",149.00,200.00,2019-01-01 05:00:00,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,-43.192172060911446,-22.97816322890879,12,42,72,162,100.0
Great Building Compleks and Relax Location,Apartment,Shared room,Real Bed,1,27,moderate,3,1.0,1,1.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Smoking allowed', 'Gym', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Outlet covers', 'Stair gates', 'Window guards', 'Babysitter recommendations', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Waterfront', 'Handheld shower head']",105.00,79.00,2018-09-14 04:00:00,"Tuzla, İstanbul, Turkey",Turkey,TR,29.30343,40.86108,30,60,90,365,80.0
Beautiful flat with sea views in Barra da Tijuca,Serviced apartment,Entire home/apt,Real Bed,3,1125,flexible,4,1.0,4,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Gym', 'Elevator', 'Hot tub', 'Washer', 'Dryer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Beachfront']",231.00,30.00,2019-02-03 05:00:00,"Barra da Tijuca, Rio de Janeiro, Brazil",Brazil,BR,-43.32660113166177,-23.01059878382915,4,34,60,60,100.0
BIMBADEEN STUDIO,Guesthouse,Entire home/apt,Real Bed,1,30,flexible,2,0.0,9,1.0,"['TV', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Breakfast', 'Heating', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Well-lit path to entrance', 'Wide clearance to bed', 'Host greets you', 'Waterfront']",166.00,0.00,2019-03-02 05:00:00,"Penrith, NSW, Australia",Australia,AU,150.67621,-33.75425,10,34,59,60,100.0
Cozy Apartment in the Mile End,Apartment,Entire home/apt,Real Bed,2,7,flexible,4,2.0,2,1.0,"['Wifi', 'Kitchen', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo']",150.00,50.00,2018-10-08 04:00:00,"Montreal, QC, Canada",Canada,CA,-73.60877,45.52058,0,0,0,0,100.0
A Cute Room in Balat,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,2,1.0,"['Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Coffee maker', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",163.00,0.00,2018-12-22 05:00:00,"İstanbul, İstanbul, Turkey",Turkey,TR,28.94558,41.03083,30,55,85,360,100.0
Porto city centre apartment H,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,402,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Crib', 'Hot water', 'Bed linens', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",30.00,0.00,2018-11-05 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.60524,41.14834,0,0,0,0,95.0
